id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
602958,AFG-2025-2-2-XXX700-23,2025,false,Check dyad,2,2-XXX700,1,XXX700 - XXX700,2-XXX700,2,XXX700 - XXX700,XXX700,3596,XXX700,XXX700,3596,XXX700,2,"""@khorasandiary on Twitter (X),2025-11-11,BREAKING: One of the perpetrators of the Police lines attack on January 30, 2022 and then Meena Bazar bombing in Peshawar 2015, Qari Hidayatullah has been killed in Nangarhar, Afghanistan."";""@JawadYousufxai on Twitter (X),2025-11-12,TTP confirmed the killing of its key commondar Qari Hidayatullah without mentioning location.""",@khorasandiary on Twitter (X);@JawadYousufxai on Twitter (X),2025-11-11;2025-11-12,"BREAKING: One of the perpetrators of the Police lines attack on January 30, 2022 and then Meena Bazar bombing in Peshawar 2015, Qari Hidayatullah has been killed in Nangarhar, Afghanistan.;TTP confirmed the killing of its key commondar Qari Hidayatullah without mentioning location.",Pakistani Taliban affiliated groups; TTP,4,Nangarhar province,Nangarhar,Nangarhar province,,34.33333,70.41667,POINT (70.41667 34.33333),179061,Afghanistan,700,Asia,1,1,2025-11-11,2025-11-11,1,0,0,0,1,1,1,,
604748,AFG-2025-3-951-55,2025,true,Clear,3,130,484,Government of Afghanistan - Civilians,130,951,Government of Afghanistan - Civilians,130,130,Government of Afghanistan,9999,1,Civilians,1,"""The Afghan Digest,2025-11-24,The Week of November 17-23""",The Afghan Digest,2025-11-24,The Week of November 17-23,The Afghan Digest,1,Taluqan town,"Taloqan, Takhar province",Takhar province,Taluqan district,36.734133,69.533559,POINT (69.533559 36.734133),182660,Afghanistan,700,Asia,1,1,2025-11-21,2025-11-21,0,0,0,0,0,1,0,700,
605550,AFG-2025-3-951-56,2025,true,Clear,3,130,484,Government of Afghanistan - Civilians,130,951,Government of Afghanistan - Civilians,130,130,Government of Afghanistan,9999,1,Civilians,1,"""Kabul Now,2025-11-29,Taliban Allegedly Shoot Dead Young Man from Daikundi in Balkh""",Kabul Now,2025-11-29,Taliban Allegedly Shoot Dead Young Man from Daikundi in Balkh,Local sources,1,Mazari Sharif town,"Ali Abad twonship of Mazar-e-Sharif, Balkh province",Balkh province,Mazari Sharif district,36.700067,67.116647,POINT (67.116647 36.700067),182655,Afghanistan,700,Asia,1,1,2025-11-27,2025-11-27,0,0,0,0,0,1,0,700,
604267,AFG-2025-2-10744-2,2025,false,Clear,2,10744,10134,Hazara - Kochi,10744,10744,Hazara - Kochi,2583,2583,Hazara,2477,2477,Kochi,2,"""Kabul Now,2025-11-16,Elderly Hazara Farmer Found Dead in Central Afghanistan, Locals Accuse Kuchi Gunmen"";""Etilaat Roz,2025-11-15,The body of a 65-year-old Hazara man was found in Gizab, Uruzgan.""",Kabul Now;Etilaat Roz,2025-11-16;2025-11-15,"Elderly Hazara Farmer Found Dead in Central Afghanistan, Locals Accuse Kuchi Gunmen;The body of a 65-year-old Hazara man was found in Gizab, Uruzgan.",local sources,3,Gizab district,"""Dehan Yaghak"" area of Khalaj village, Gizab district, Uruzgan",Daykundi province,Gizab district,33.402487,66.264329,POINT (66.264329 33.402487),177613,Afghanistan,700,Asia,1,2,2025-11-12,2025-11-14,1,0,0,0,1,1,0,,
602965,AFG-2025-1-12291-36,2025,true,Clear,1,11639,11639,Afghanistan - Pakistan,12291,12291,Government of Afghanistan - Government of Pakistan,130,130,Government of Afghanistan,142,142,Government of Pakistan,8,"""Afghan Analyst on Twitter (X),2025-11-07,Pakistan Closes Wesh Crossing After Spin Boldak Clash, Disrupting Refugee Return"";""Afghan Analyst on Twitter (X),2025-11-06,Pakistan, in a statement, rejected the Taliban’s claim, asserting that the Taliban first initiated the attack in Spin Boldak, prompting a response from Pakistani forces."";""Afghan Analyst on Twitter (X),2025-11-06,Fresh Border Skirmish Reported Along Spin Boldak-Chaman crossing"";""Ariana News,2025-11-06,Sources tell Ariana News that Pakistani forces once again attacked civilians today in the Wesh area of Kandahar province, but the clashes have now been brought under control."";""Tolo News,2025-11-07,Bereaved families in Spin Boldak district of Kandahar are trying to bury their loved ones who were martyred yesterday as a result of gunfire and mortar shelling by Pakistani forces."";""Tolo News,2025-11-06,Sources in Spin Boldak told TOLOnews that the number of martyrs resulting from Pakistani military attacks on civilian facilities in the district has risen by five, bringing the total to 11, while six others have been injured."";""Etilaat Roz,2025-11-07,Border clash in Spin Boldak; Pakistan: Shooting begins from Taliban side"";""Agence France Presse,2025-11-06,5 killed in Afghan-Pakistan border fire despite peace talks: official""",Afghan Analyst on Twitter (X);Afghan Analyst on Twitter (X);Afghan Analyst on Twitter (X);Ariana News;Tolo News;Tolo News;Etilaat Roz;Agence France Presse,2025-11-07;2025-11-06;2025-11-06;2025-11-06;2025-11-07;2025-11-06;2025-11-07;2025-11-06,"Pakistan Closes Wesh Crossing After Spin Boldak Clash, Disrupting Refugee Return;Pakistan, in a statement, rejected the Taliban’s claim, asserting that the Taliban first initiated the attack in Spin Boldak, prompting a response from Pakistani forces.;Fresh Border Skirmish Reported Along Spin Boldak-Chaman crossing;Sources tell Ariana News that Pakistani forces once again attacked civilians today in the Wesh area of Kandahar province, but the clashes have now been brought under control.;Bereaved families in Spin Boldak district of Kandahar are trying to bury their loved ones who were martyred yesterday as a result of gunfire and mortar shelling by Pakistani forces.;Sources in Spin Boldak told TOLOnews that the number of martyrs resulting from Pakistani military attacks on civilian facilities in the district has risen by five, bringing the total to 11, while six others have been injured.;Border clash in Spin Boldak; Pakistan: Shooting begins from Taliban side;5 killed in Afghan-Pakistan border fire despite peace talks: official",TOLO News; Pro-Taliban accounts; Pakistan; anonymous official at the Spin Boldak district hospital,2,Chaman-Spin Boldak crossing,"Chaman border crossing, Spin Boldak.",Kandahar province,Spin Boldak district,30.955233,66.437581,POINT (66.437581 30.955233),174013,Afghanistan,700,Asia,1,1,2025-11-06,2025-11-06,0,0,9,0,9,11,5,700,770
602987,AFG-2025-1-12291-37,2025,true,Clear,1,11639,11639,Afghanistan - Pakistan,12291,12291,Government of Afghanistan - Government of Pakistan,130,130,Government of Afghanistan,142,142,Government of Pakistan,2,"""Tolo News,2025-11-06,A government source told TOLOnews that this afternoon, a mortar fired by Pakistani forces struck a house in Luqman village of Spin Boldak district, resulting in the martyrdom of two individuals."";""Etilaat Roz,2025-11-06,Pakistani rocket attacks on Spin Boldak leave two dead and two injured""",Tolo News;Etilaat Roz,2025-11-06;2025-11-06,"A government source told TOLOnews that this afternoon, a mortar fired by Pakistani forces struck a house in Luqman village of Spin Boldak district, resulting in the martyrdom of two individuals.;Pakistani rocket attacks on Spin Boldak leave two dead and two injured",government source,3,Spin Boldak district,"Luqman village of Spin Boldak district. Also reported as Wardak and Set village, as well as Mazal Gul village",Kandahar province,Spin Boldak district,30.987916,66.169753,POINT (66.169753 30.987916),174013,Afghanistan,700,Asia,1,1,2025-11-06,2025-11-06,0,0,2,0,2,2,2,700,770
604652,AFG-2025-1-12291-39,2025,true,Check dyad,1,11639,11639,Afghanistan - Pakistan,12291,12291,Government of Afghanistan - Government of Pakistan,130,130,Government of Afghanistan,142,142,Government of Pakistan,9,"""@khorasandiary on Twitter (X),2025-11-25,Pakistan Airstrike in Khost Reportedly Kills 10 Civilians, Taliban Spokesman Says."";""Afghan Analyst on Twitter (X),2025-11-25,Taliban Reports Civilian Deaths in Pakistani Airstrikes"";""Ariana News,2025-11-25,Nine children killed in Pakistani airstrike in Afghanistan’s Khost province"";""@khorasandiary on Twitter (X),2025-11-25,BREAKING: Pakistan has not carried out strikes in Afghanistan, “when we strike we own it”: Pakistan Military Spokesman attacks."";""@TKCkhyber on Twitter (X),2025-11-25,Contradictory Reports from Afghanistan"";""Kabul Now,2025-11-26,Pakistan Army Denies Carrying Out Airstrikes in Afghanistan"";""Kabul Now,2025-11-26,UN Calls for Civilian Protection After Deadly Airstrikes in Eastern Afghanistan"";""Bakhtar News Agency,2025-11-25,Pakistan Airstrikes in Afghanistan Martyred Nine Children and One Woman"";""SATP,2025-11-24,Pakistan: Timeline (Terrorist Activities)-2025""",@khorasandiary on Twitter (X);Afghan Analyst on Twitter (X);Ariana News;@khorasandiary on Twitter (X);@TKCkhyber on Twitter (X);Kabul Now;Kabul Now;Bakhtar News Agency;SATP,2025-11-25;2025-11-25;2025-11-25;2025-11-25;2025-11-25;2025-11-26;2025-11-26;2025-11-25;2025-11-24,"Pakistan Airstrike in Khost Reportedly Kills 10 Civilians, Taliban Spokesman Says.;Taliban Reports Civilian Deaths in Pakistani Airstrikes;Nine children killed in Pakistani airstrike in Afghanistan’s Khost province;BREAKING: Pakistan has not carried out strikes in Afghanistan, “when we strike we own it”: Pakistan Military Spokesman attacks.;Contradictory Reports from Afghanistan;Pakistan Army Denies Carrying Out Airstrikes in Afghanistan;UN Calls for Civilian Protection After Deadly Airstrikes in Eastern Afghanistan;Pakistan Airstrikes in Afghanistan Martyred Nine Children and One Woman;Pakistan: Timeline (Terrorist Activities)-2025","Taliban government’s spokesman, Zabihullah Mujahid; UNAMA; Pakistan Army spokesperson Ahmed Sharif Chaudhry",2,Mughulgi Ghar mountain,"Mughulgai village, located in the Gurbuz district,",Khost province,Gurbuz district,33.13489,69.90821,POINT (69.90821 33.13489),177620,Afghanistan,700,Asia,1,1,2025-11-24,2025-11-24,0,0,10,0,10,10,0,700,770
605455,AFG-2025-1-16825-111,2025,true,Clear,1,333,333,Afghanistan: Government,16825,16825,Government of Afghanistan - NRF,130,130,Government of Afghanistan,8114,8114,NRF,2,"""NRF,2025-12-01,In operations by the National Resistance Front forces in Kunduz, three Taliban terrorists were killed and wounded."";""The Afghan Digest,2025-12-08,The Week of December 1-7""",NRF;The Afghan Digest,2025-12-01;2025-12-08,"In operations by the National Resistance Front forces in Kunduz, three Taliban terrorists were killed and wounded.;The Week of December 1-7",NRF; The Afghan Digest,2,Alchin village,Alchin area of the Kunduz-Sher Khan Bandar highway,Kunduz province,Kunduz district,36.793804,68.871574,POINT (68.871574 36.793804),182658,Afghanistan,700,Asia,1,1,2025-11-30,2025-11-30,0,0,0,0,0,1,0,700,
605432,AFG-2025-1-17083-65,2025,false,Clear,1,333,333,Afghanistan: Government,17083,17083,Government of Afghanistan - AFF,130,130,Government of Afghanistan,8343,8343,AFF,3,"""AFF,2025-12-01,Freedom fighters of the Afghanistan Freedom Front carried out an attack on the Taliban militia’s so-called Department for the Promotion of Virtue for Faryab Province in the provincial capital, Maymana, on the evening of November 30, 2025."";""@khorasandiary on Twitter (X),2025-12-01,ALERT: Attempted Attack Foiled on Vice and Virtue Directorate in Faryab, Afghanistan Ministry Confirms"";""Etilaat Roz,2025-12-01,The ""Azadi Front"" claimed responsibility for the attack on the Taliban's Amr-e-Maruf headquarters in Faryab.""",AFF;@khorasandiary on Twitter (X);Etilaat Roz,2025-12-01;2025-12-01;2025-12-01,"Freedom fighters of the Afghanistan Freedom Front carried out an attack on the Taliban militia’s so-called Department for the Promotion of Virtue for Faryab Province in the provincial capital, Maymana, on the evening of November 30, 2025.;ALERT: Attempted Attack Foiled on Vice and Virtue Directorate in Faryab, Afghanistan Ministry Confirms;The ""Azadi Front"" claimed responsibility for the attack on the Taliban's Amr-e-Maruf headquarters in Faryab.",AFF; spokesperson for the Ministry of Promotion of Virtue and Prevention of Vice,1,Maymana town,"provincial capital, Maymana",Faryab province,Maymana district,35.91732,64.78476,POINT (64.78476 35.91732),181210,Afghanistan,700,Asia,1,1,2025-11-30,2025-11-30,0,0,0,0,0,2,0,700,
604651,AFG-2025-1-18068-21,2025,false,Clear,1,333,333,Afghanistan: Government,18068,18068,Government of Afghanistan - NMF,130,130,Government of Afghanistan,9172,9172,NMF,3,"""NMF,2025-11-19,A prominent member of the Taliban terrorist group was killed in Farah province"";""Etilaat Roz,2025-11-19,A Taliban intelligence member was killed in Farah."";""The Afghan Digest,2025-11-24,The Week of November 17-23""",NMF;Etilaat Roz;The Afghan Digest,2025-11-19;2025-11-19;2025-11-24,A prominent member of the Taliban terrorist group was killed in Farah province;A Taliban intelligence member was killed in Farah.;The Week of November 17-23,NMF; local sources,1,Ganjabad village,"village of Ganj Abad, Bala Baluk district, Farah province",Farah province,Bala Buluk district,32.6221,62.4597,POINT (62.4597 32.6221),176885,Afghanistan,700,Asia,1,2,2025-11-17,2025-11-18,1,0,0,0,1,1,1,700,
606232,ANG-2025-3-942-4,2025,false,Check deaths,3,99,475,Government of Angola - Civilians,99,942,Government of Angola - Civilians,99,99,Government of Angola,9999,1,Civilians,2,"""Novo Jornal,2025-11-24,Luanda: 1° sub-chefe da DIIP acusado de matar homem com tiro na cabeça"";""Novo Jornal,2025-11-25,Luanda: Detido 1° subchefe da DIIP, acusado de matar homem com tiro na cabeça""",Novo Jornal;Novo Jornal,2025-11-24;2025-11-25,"Luanda: 1° sub-chefe da DIIP acusado de matar homem com tiro na cabeça;Luanda: Detido 1° subchefe da DIIP, acusado de matar homem com tiro na cabeça",police spokesperson,1,Luanda city,"Morro Bento, Luanda",Luanda province,Luanda municipality,-8.833333,13.333333,POINT (13.333333 -8.833333),117027,Angola,540,Africa,1,1,2025-11-22,2025-11-22,0,0,1,0,1,1,0,540,
602470,ARG-2025-3-3-XXX160-86,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""El Ciudadano,2025-11-04,A 22-year-old man was shot and killed in the western part of the city.""",El Ciudadano,2025-11-04,A 22-year-old man was shot and killed in the western part of the city.,El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Rosario city, 3900 Gobernador Luciano Molinas (formerly Pasaje 1818)",Santa Fe province,Rosario department,-32.9575,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2025-11-04,2025-11-04,0,0,1,0,1,1,1,,
602569,ARG-2025-3-3-XXX160-87,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""El Ciudadano,2025-11-08,Woman shot dead in Villa Gobernador Gálvez""",El Ciudadano,2025-11-08,Woman shot dead in Villa Gobernador Gálvez,El Ciudadano,1,Villa Gobernador Gálvez town,"Santa Fe province
Rosario department
Villa Gobernador Gálvez, at the intersection of Route S22 and Bordabehere",Santa Fe province,Rosario department,-33.03353,-60.63494,POINT (-60.634940240772906 -33.03353096551205),81599,Argentina,160,Americas,1,1,2025-11-08,2025-11-08,0,0,1,0,1,1,1,,
604789,ARG-2025-3-3-XXX160-90,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year""",El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year,El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Rosario city, Triángulo Moderno",Santa Fe province,Rosario department,-32.9575,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2025-11-16,2025-11-16,0,0,1,0,1,1,1,,
604786,ARG-2025-3-3-XXX160-88,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year""",El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year,El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Villa La Lata, at 1500 Gaboto Street, Rosario city",Santa Fe province,Rosario department,-32.9575,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2025-11-16,2025-11-16,0,0,1,0,1,1,1,,
604787,ARG-2025-3-3-XXX160-89,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year""",El Ciudadano,2025-11-16,Three homicides in a few hours: Rosario experienced one of its most violent nights of the year,El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Rosario city, Ludueña neighborhood, at 400 bis Solís Street",Santa Fe province,Rosario department,-32.9575,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2025-11-16,2025-11-16,0,0,1,0,1,1,1,,
605526,ARG-2025-3-3-XXX160-91,2025,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,2,"""El Ciudadano,2025-11-19,A woman was shot from a motorcycle in the Plata neighborhood and was taken to the Heca hospital in very serious condition. /  Eliana “Muchi” Fernández, the woman shot in the Plata neighborhood, has died "";""El Ciudadano,2025-12-01,Eliana “Muchi” Fernández, the woman shot in the Plata neighborhood, has died""",El Ciudadano;El Ciudadano,2025-11-19;2025-12-01,"A woman was shot from a motorcycle in the Plata neighborhood and was taken to the Heca hospital in very serious condition. /  Eliana “Muchi” Fernández, the woman shot in the Plata neighborhood, has died ;Eliana “Muchi” Fernández, the woman shot in the Plata neighborhood, has died",El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Rosario city, 3800 block of Aurora Street in the Plata neighborhood",Santa Fe province,Rosario department,-32.9575,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2025-11-19,2025-11-19,0,0,1,0,1,1,1,,
608544,BRA-2025-1-1-XXX140-113,2025,false,Check dyad,1,XXX140,22,XXX140,1-XXX140,43,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Diário do Amapá,2025-11-17,Robber shot dead during escape.""",Diário do Amapá,2025-11-17,Robber shot dead during escape.,Diário do Amapá,1,Macapá town,downtown Macapá,Amapá state,Macapá municipality,0.03889,-51.06639,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2025-11-17,2025-11-17,0,1,0,0,1,1,1,,
608540,BRA-2025-1-1-XXX140-114,2025,false,Check dyad,1,XXX140,22,XXX140,1-XXX140,43,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Diário do Amapá,2025-11-27,Young man who used to take photos with gang symbols is executed in Santana.""",Diário do Amapá,2025-11-27,Young man who used to take photos with gang symbols is executed in Santana.,Diário do Amapá,1,Santana town,"Paraíso neighborhood, in Santana",Amapá state,Santana municipality,-0.05833,-51.18167,POINT (-51.18167 -0.05833),129138,Brazil,140,Americas,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
608545,BRA-2025-2-2-XXX140-510,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Diário do Amapá,2025-11-04,Teenager is shot dead in Calçoene.""",Diário do Amapá,2025-11-04,Teenager is shot dead in Calçoene.,Diário do Amapá,4,Amapá state,In Calçoene – a municipality located 367 kilometers from Macapá,Amapá state,,1,-52,POINT (-52 1),131297,Brazil,140,Americas,1,1,2025-11-02,2025-11-02,0,0,0,1,1,1,1,,
608537,BRA-2025-2-2-XXX140-519,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-04,Man wearing an electronic ankle monitor is shot dead in front of a tobacco shop in Manaus.""",Portal Tucumã,2025-11-04,Man wearing an electronic ankle monitor is shot dead in front of a tobacco shop in Manaus.,Portal Tucumã,1,Manaus town,"Avenida Pedro Teixeira, Dom Pedro neighborhood",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-04,2025-11-04,0,0,0,1,1,1,1,,
608536,BRA-2025-2-2-XXX140-515,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-08,SEE: Body with signs of torture found in a spawning area in Tarumã""",Portal Tucumã,2025-11-08,SEE: Body with signs of torture found in a spawning area in Tarumã,Portal Tucumã,1,Manaus town,"Ramal do DB, Tarumã neighborhood, West Zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-08,2025-11-08,0,0,0,1,1,1,1,,
608535,BRA-2025-2-2-XXX140-514,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-09,Man shot dead after argument at party in eastern Manaus.""",Portal Tucumã,2025-11-09,Man shot dead after argument at party in eastern Manaus.,Portal Tucumã,1,Manaus town,"Ouro Preto street, in the Coroado 2 neighborhood, East Zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-09,2025-11-09,0,0,0,1,1,1,1,,
608534,BRA-2025-2-2-XXX140-513,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-12,Man shot dead by occupants of a car in the East Zone of Manaus.""",Portal Tucumã,2025-11-12,Man shot dead by occupants of a car in the East Zone of Manaus.,Portal Tucumã,1,Manaus town,"Gilberto Mestrinho neighborhood, east of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-12,2025-11-12,0,0,0,1,1,1,1,,
608533,BRA-2025-2-2-XXX140-512,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-14,Man shot dead on the banks of a stream in the União neighborhood, in Manaus.""",Portal Tucumã,2025-11-14,"Man shot dead on the banks of a stream in the União neighborhood, in Manaus.",Portal Tucumã,1,Manaus town,"União neighborhood, in the Central-South zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-14,2025-11-14,0,0,0,1,1,1,1,,
608532,BRA-2025-2-2-XXX140-516,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-15,Man's body mistaken for a dog's remains in a stream in Manaus for three days.""",Portal Tucumã,2025-11-15,Man's body mistaken for a dog's remains in a stream in Manaus for three days.,Portal Tucumã,1,Manaus town,"Conjunto João Paulo II, Nova Cidade neighborhood, North Zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-15,2025-11-15,0,0,0,1,1,1,1,,
608530,BRA-2025-2-2-XXX140-509,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-19,Man murdered in Parintins was the son of a doctor and had previously been arrested.""",Portal Tucumã,2025-11-19,Man murdered in Parintins was the son of a doctor and had previously been arrested.,Portal Tucumã,4,Amazonas state,"Contorno road, in Parintins",Amazonas state,,-5,-63,POINT (-63 -5),122635,Brazil,140,Americas,1,1,2025-11-19,2025-11-19,0,0,0,1,1,1,1,,
608542,BRA-2025-2-2-XXX140-520,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Diário do Amapá,2025-11-21,Gang member is surprised by gunman in silver car and executed with eight shots.""",Diário do Amapá,2025-11-21,Gang member is surprised by gunman in silver car and executed with eight shots.,Diário do Amapá,1,Santana town,municipality of Santana,Amapá state,Santana municipality,-0.05833,-51.18167,POINT (-51.18167 -0.05833),129138,Brazil,140,Americas,1,1,2025-11-20,2025-11-20,0,0,0,1,1,1,1,,
608529,BRA-2025-2-2-XXX140-511,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-21,Man found shot dead on Ramal do Areal, AM-010""",Portal Tucumã,2025-11-21,"Man found shot dead on Ramal do Areal, AM-010",Portal Tucumã,1,Manaus town,"km 5 of Ramal do Areal, a road located near the AM-010 highway , in the rural area of ​​Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-21,2025-11-21,0,0,0,1,1,1,1,,
608528,BRA-2025-2-2-XXX140-508,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-24,Colombian man shot dead while riding motorcycle in the Amazon.""",Portal Tucumã,2025-11-24,Colombian man shot dead while riding motorcycle in the Amazon.,Portal Tucumã,1,Tabatinga town,"Avenida da Amizade, in Tabatinga",Amazonas state,Tabatinga municipality,-4.23116,-69.93858,POINT (-69.93858 -4.23116),123341,Brazil,140,Americas,1,1,2025-11-23,2025-11-23,0,0,0,1,1,1,1,,
608527,BRA-2025-2-2-XXX140-517,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-24,Woman's body found in wooded area in Ponta Negra, Manaus.""",Portal Tucumã,2025-11-24,"Woman's body found in wooded area in Ponta Negra, Manaus.",Portal Tucumã,1,Manaus town,"Ponta Negra, west of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-24,2025-11-24,0,0,0,1,1,1,1,,
608523,BRA-2025-2-2-XXX140-518,2025,false,Check type of violence,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-25,SEE: Body found with signs of torture and a note in the Tarumã neighborhood, in Manaus.""",Portal Tucumã,2025-11-25,"SEE: Body found with signs of torture and a note in the Tarumã neighborhood, in Manaus.",Portal Tucumã,1,Manaus town,"Tarumã neighborhood, west of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-25,2025-11-25,0,0,0,1,1,1,1,,
