id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
605278,SAF-2025-2-2-XXX560-228,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-12,Cops launch manhunt after 3 people found dead in car as Cape Town gang violence spirals

AU 	
Velani Ludidi""",News24 online,2025-11-12,"Cops launch manhunt after 3 people found dead in car as Cape Town gang violence spirals

AU 	
Velani Ludidi",Police,1,Cape Town city,"in Montclair, Lentegeur",Western Cape province,City of Cape Town municipality,-33.916667,18.416667,POINT (18.416667 -33.916667),81037,South Africa,560,Africa,1,1,2025-11-12,2025-11-12,0,0,0,3,3,3,3,,
605282,SAF-2025-2-2-XXX560-231,2025,false,Check dyad,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-12,Taxi violence erupts again: Two women killed, eight injured in Nyanga shooting

AU 	
Velani Ludidi""",News24 online,2025-11-12,"Taxi violence erupts again: Two women killed, eight injured in Nyanga shooting

AU 	
Velani Ludidi","Police spokesperson Captain FC van Wyk, CATA spokesperson Nkululeki Sityebi",1,Cape Town city,,Western Cape province,City of Cape Town municipality,-33.916667,18.416667,POINT (18.416667 -33.916667),81037,South Africa,560,Africa,1,1,2025-11-12,2025-11-12,0,0,0,2,2,2,2,,
605284,SAF-2025-2-2-XXX560-232,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-13,Eastern Cape bus shooting leaves woman dead, two injured

AU 	
Sithandiwe Velaphi""",News24 online,2025-11-13,"Eastern Cape bus shooting leaves woman dead, two injured

AU 	
Sithandiwe Velaphi",Police,5,Cofimvaba town,on the R61 between Ngcobo and Cofimvaba in the Eastern Cape,Eastern Cape province,Chris Hani municipality,-32.00115,27.58045,POINT (27.58045 -32.00115),83216,South Africa,560,Africa,1,1,2025-11-12,2025-11-12,0,0,0,1,1,1,1,,
605286,SAF-2025-2-2-XXX560-233,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""Cape Argus,2025-11-14,Manenberg residents in fear after deadly gang shooting

AU 	
Marsha Dean""",Cape Argus,2025-11-14,"Manenberg residents in fear after deadly gang shooting

AU 	
Marsha Dean",Police,1,Cape Town city,"in Renoster Road, Manenberg",Western Cape province,City of Cape Town municipality,-33.916667,18.416667,POINT (18.416667 -33.916667),81037,South Africa,560,Africa,1,1,2025-11-13,2025-11-13,0,0,0,3,3,3,3,,
605321,SAF-2025-2-2-XXX560-234,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-14,Gang turf battle leaves 2 dead, 7 injured in Durban’s Wentworth

AU 	
Anelisa Kubheka""",News24 online,2025-11-14,"Gang turf battle leaves 2 dead, 7 injured in Durban’s Wentworth

AU 	
Anelisa Kubheka",Police spokesperson Colonel Robert Netshiunda,1,Durban / eThekwini town,in the Durban suburb Wentworth,KwaZulu-Natal province,eThekwini municipality,-29.855595,31.031773,POINT (31.031773 -29.855595),86823,South Africa,560,Africa,1,1,2025-11-14,2025-11-14,0,0,0,2,2,2,2,,
605325,SAF-2025-2-2-XXX560-235,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""Cape Argus,2025-11-18,Parkwood dad mourns only daughter after shooting

AU 	
Marsha Dean""",Cape Argus,2025-11-18,"Parkwood dad mourns only daughter after shooting

AU 	
Marsha Dean",Police spokesperson Sergeant Wesley Twigg,1,Cape Town city,"in Ivy Road, Parkwood",Western Cape province,City of Cape Town municipality,-33.916667,18.416667,POINT (18.416667 -33.916667),81037,South Africa,560,Africa,1,1,2025-11-16,2025-11-16,0,0,0,2,2,2,2,,
605331,SAF-2025-2-2-XXX560-237,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-18,Boy, 11, found murdered in Limpopo home

AU 	
Nicole McCain""",News24 online,2025-11-18,"Boy, 11, found murdered in Limpopo home

AU 	
Nicole McCain",Police,2,Giyani town,"Mapuve village in Giyani, Mopani District",Limpopo province,Mopani municipality,-23.312679,30.703232,POINT (30.703232576565355 -23.312679971787052),96182,South Africa,560,Africa,1,1,2025-11-16,2025-11-16,0,0,0,1,1,1,1,,
605329,SAF-2025-2-2-XXX560-236,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""Cape Times,2025-11-18,Three men gunned down at Marikana Intersection as burnt bodies found in Siqalo Vigilante Attack""",Cape Times,2025-11-18,Three men gunned down at Marikana Intersection as burnt bodies found in Siqalo Vigilante Attack,Police,1,Cape Town city,"Marikana, Philippi East",Western Cape province,City of Cape Town municipality,-33.916667,18.416667,POINT (18.416667 -33.916667),81037,South Africa,560,Africa,1,1,2025-11-17,2025-11-17,0,0,0,3,3,3,3,,
605335,SAF-2025-2-2-XXX560-238,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-18,Alleged extortionist ‘Pizza’ shot dead in Gugulethu in suspected hit

AU 	
Velani Ludidi""",News24 online,2025-11-18,"Alleged extortionist ‘Pizza’ shot dead in Gugulethu in suspected hit

AU 	
Velani Ludidi",Police,1,Gugulethu Township,"at the corner of P. Mzamka and Ngxantha Streets in KTC, Gugulethu",Western Cape province,City of Cape Town municipality,-33.983333,18.566667,POINT (18.566667 -33.983333),81038,South Africa,560,Africa,1,1,2025-11-17,2025-11-17,0,0,0,1,1,1,1,,
605337,SAF-2025-2-2-XXX560-239,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-19,Principal, admin staff member shot dead at Gauteng primary school

AU 	
Nicole McCain""",News24 online,2025-11-19,"Principal, admin staff member shot dead at Gauteng primary school

AU 	
Nicole McCain",Provincial education department,1,Tembisa town,"at Inxiweni Primary School in Tembisa, Ekurhuleni",Gauteng province,Ekurhuleni municipality,-26.012988,28.223508,POINT (28.223508215652693 -26.012988434757691),91857,South Africa,560,Africa,1,1,2025-11-18,2025-11-18,0,0,0,2,2,2,2,,
605345,SAF-2025-2-2-XXX560-240,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-21,Deputy principal of Kayamandi Primary School in Stellenbosch killed on school premises

AU 	
Noxolo Sibiya""",News24 online,2025-11-21,"Deputy principal of Kayamandi Primary School in Stellenbosch killed on school premises

AU 	
Noxolo Sibiya",Police spokesperson Sergeant Wesley Twigg,1,Stellenbosch town,"along Winnie Mandela Drive
Kayamandi Primary School",Western Cape province,Cape Winelands municipality,-33.932335,18.859246,POINT (18.859246 -33.932335),81038,South Africa,560,Africa,1,1,2025-11-21,2025-11-21,0,0,0,1,1,1,1,,
605347,SAF-2025-2-2-XXX560-241,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-24,‘My Ammi’: Gauteng cops probe fatal shooting of man, daughter, 8

AU 	
Cebelihle Mthethwa, Noxolo Sibiya""",News24 online,2025-11-24,"‘My Ammi’: Gauteng cops probe fatal shooting of man, daughter, 8

AU 	
Cebelihle Mthethwa, Noxolo Sibiya",Police spokesperson Colonel Dimakatso Nevhuhulwi,1,Centurion town,Amberfield Glen,Gauteng province,City of Tshwane municipality,-25.834546,28.098176,POINT (28.098176163273923 -25.834546527151893),92577,South Africa,560,Africa,1,1,2025-11-21,2025-11-21,0,0,0,2,2,2,2,,
605352,SAF-2025-2-2-XXX560-242,2025,false,Check type of violence,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""News24 online,2025-11-27,Gugulethu multiple murder suspect shot dead in daylight ambush

AU 	
Velani Ludidi""",News24 online,2025-11-27,"Gugulethu multiple murder suspect shot dead in daylight ambush

AU 	
Velani Ludidi",Police spokesperson Captain FC van Wyk,1,Gugulethu Township,"in Gugulethu, Cape Town",Western Cape province,City of Cape Town municipality,-33.983333,18.566667,POINT (18.566667 -33.983333),81038,South Africa,560,Africa,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
605353,SAF-2025-2-2-XXX560-243,2025,false,Check dyad,2,2-XXX560,142,XXX560 - XXX560,2-XXX560,284,XXX560 - XXX560,XXX560,3737,XXX560,XXX560,3737,XXX560,1,"""Cape Argus,2025-11-28,Investigation launched after taxi driver killing

AU 	
Marsha Dean""",Cape Argus,2025-11-28,"Investigation launched after taxi driver killing

AU 	
Marsha Dean",Police spokesperson Captain FC van Wyk,1,Delft township,at the Khayelitsha taxi rank in Delft Main Road,Western Cape province,City of Cape Town municipality,-33.976249,18.642462,POINT (18.642462435084148 -33.976249239272846),81038,South Africa,560,Africa,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
605402,SSD-2025-2-2-XXX626-20,2025,false,Check,2,2-XXX626,197,XXX626 - XXX626,2-XXX626,394,XXX626 - XXX626,XXX626,3792,XXX626,XXX626,3792,XXX626,1,"""Radio Tamazuj,2025-11-14,At least 57 killed in Baliet County attack – official """,Radio Tamazuj,2025-11-14,At least 57 killed in Baliet County attack – official,Baliet County Commissioner,2,Adong Payam,Adong Payam area,Upper Nile state,Baliet county,9.22686,32.11046,POINT (32.11046 9.22686),142985,South Sudan,626,Africa,1,1,2025-11-14,2025-11-14,0,0,0,57,57,57,57,,
605908,SSD-2025-3-1175-7,2025,false,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Radio Tamazuj,2025-11-11,SSPDF allegedly killed 4 boys, 2 missing in Mundri East County""",Radio Tamazuj,2025-11-11,"SSPDF allegedly killed 4 boys, 2 missing in Mundri East County",Residents,2,Lakamadi village,"near Kasiko, close to Lakamadi",West Equatoria state,Mundri East county,5.667928,30.488389,POINT (30.488389266513423 5.6679281109199664),137941,South Sudan,626,Africa,1,1,2025-11-06,2025-11-06,0,0,4,0,4,4,4,626,
605909,SSD-2025-1-12413-31,2025,true,Clear,1,11345,11345,South Sudan: Government,12413,12413,Government of South Sudan - SPLM/A - IO,113,113,Government of South Sudan,4226,4226,SPLM/A - IO,1,"""Radio Tamazuj,2025-11-10,Flights suspended after SPLA-IO factions clash in Uror""",Radio Tamazuj,2025-11-10,Flights suspended after SPLA-IO factions clash in Uror,local officials,1,Pieri payam,town of Pieri,Jonglei state,Uror county,8.04097,32.0316,POINT (32.0316 8.04097),141545,South Sudan,626,Africa,1,1,2025-11-10,2025-11-10,0,0,0,1,1,1,1,626,
606005,SSD-2025-1-12413-32,2025,true,Clear,1,11345,11345,South Sudan: Government,12413,12413,Government of South Sudan - SPLM/A - IO,113,113,Government of South Sudan,4226,4226,SPLM/A - IO,2,"""Radio Tamazuj,2025-11-18,Police official killed in attack on Torit town"";""Radio Tamazuj,2025-11-19,SPLA-IO-NAS coalition claims responsibility for Torit attacks""",Radio Tamazuj;Radio Tamazuj,2025-11-18;2025-11-19,Police official killed in attack on Torit town;SPLA-IO-NAS coalition claims responsibility for Torit attacks,the state governor,1,Torit town,town of Torit,East Equatoria state,Torit county,4.41177,32.57046,POINT (32.57046 4.41177),135786,South Sudan,626,Africa,1,1,2025-11-18,2025-11-18,1,0,0,0,1,1,1,626,
606030,SSD-2025-1-12413-33,2025,true,Clear,1,11345,11345,South Sudan: Government,12413,12413,Government of South Sudan - SPLM/A - IO,113,113,Government of South Sudan,4226,4226,SPLM/A - IO,1,"""BBC Monitoring News Alert,2025-11-25,Dozens of South Sudan soldiers reported killed in fighting between army, rebels
CR 	Source: Sudans Post, Juba, 23 Nov 25""",BBC Monitoring News Alert,2025-11-25,"Dozens of South Sudan soldiers reported killed in fighting between army, rebels
CR 	Source: Sudans Post, Juba, 23 Nov 25",SPLMA-IO and NAS,1,Torit town,city of Torit,East Equatoria state,Torit county,4.41177,32.57046,POINT (32.57046 4.41177),135786,South Sudan,626,Africa,1,1,2025-11-23,2025-11-23,0,0,0,0,0,30,0,626,
605910,SSD-2025-2-18674-0,2025,false,Clear,2,18674,16742,Leek Nuer - Adok Nuer,18674,18674,Leek Nuer - Adok Nuer,4219,4219,Leek Nuer,6340,6340,Adok Nuer,1,"""Radio Tamazuj,2025-11-12,Six killed in clashes at IDP camp in Juba""",Radio Tamazuj,2025-11-12,Six killed in clashes at IDP camp in Juba,a community chairman at the camp,1,Juba city,an IDP camp in Juba,Central Equatoria state,Juba county,4.85,31.616667,POINT (31.616667 4.85),136504,South Sudan,626,Africa,2,2,2025-11-11,2025-11-12,4,6,0,0,10,10,10,,
606010,SSD-2025-2-18675-1,2025,false,Clear,2,18675,16743,Panyar Dinka - Ruruot Dinka,18675,18675,Panyar Dinka - Ruruot Dinka,6632,6632,Panyar Dinka,,9681,Ruruot Dinka,1,"""Radio Tamazuj,2025-11-21,Eight killed in communal violence in Cueibet""",Radio Tamazuj,2025-11-21,Eight killed in communal violence in Cueibet,Authorities,3,Cueibit county,Citcok Payam area in Cueibet County,Lakes state,Cueibit county,7.24652,29.2488,POINT (29.2488 7.24652),140099,South Sudan,626,Africa,2,2,2025-11-19,2025-11-20,0,0,0,8,8,11,8,,
602151,SUD-2025-1-18621-331,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,2,"""Sudan War Monitor,2025-11-02,One of the Rapid Support Forces commanders was killed in the city of Al-Khawi in West Kordofan State."";""Darfur 24,2025-11-02,The army continues to supply its forces in Babnusa amid Rapid Support Forces movements.""",Sudan War Monitor;Darfur 24,2025-11-02;2025-11-02,One of the Rapid Support Forces commanders was killed in the city of Al-Khawi in West Kordofan State.;The army continues to supply its forces in Babnusa amid Rapid Support Forces movements.,One of the Rapid Support Forces commanders in the West Kordofan,2,Khuwayy town,"city of Al-Khawi, on the way to the 22nd Infantry Division in Babnusa",West Kordofan state,El Nahud district,13.08333,29.23333,POINT (29.23333 13.08333),148739,Sudan,625,Africa,1,2,2025-10-30,2025-11-01,0,1,0,0,1,1,1,625,
602149,SUD-2025-1-18621-335,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,4,"""Sudan War Monitor,2025-11-02,A strategic drone bombed the Al-Abbasiya area in South Kordofan state."";""Darfur 24,2025-11-01,Displaced people, including children, were killed in a drone strike on Al-Abbasiya in Kordofan."";""BBC Monitoring News Alert,2025-11-01,Sudan's RSF accused of killing seven in bombing on Kordofan
CR 	Source: Sudan Tribune website, Paris, in Arabic 1 Nov 25"";""AllAfrica,2025-11-07,South Kordofan - Civilians Are the Target of Fighitng in Kadugli and Dilling
CR 	Ayin Network""",Sudan War Monitor;Darfur 24;BBC Monitoring News Alert;AllAfrica,2025-11-02;2025-11-01;2025-11-01;2025-11-07,"A strategic drone bombed the Al-Abbasiya area in South Kordofan state.;Displaced people, including children, were killed in a drone strike on Al-Abbasiya in Kordofan.;Sudan's RSF accused of killing seven in bombing on Kordofan
CR 	Source: Sudan Tribune website, Paris, in Arabic 1 Nov 25;South Kordofan - Civilians Are the Target of Fighitng in Kadugli and Dilling
CR 	Ayin Network",a member of the Abbasiya Emergency Room,2,Al Abbasiyah town,Al-Abbasiya Taqali area in the eastern region of South Kordofan State,South Kordofan state,Rashad district,12.1648,31.303,POINT (31.303 12.1648),147303,Sudan,625,Africa,1,1,2025-11-01,2025-11-01,0,0,7,0,7,7,7,625,
602155,SUD-2025-1-18621-337,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,4,"""Sudan War Monitor,2025-11-04,Drone Attacks Hospital in Kornoi, Killing Seven"";""Darfur 24,2025-11-03,Bombing of a hospital in Karnoi, Darfur, leaves civilian casualties."";""AllAfrica,2025-11-13,UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi"";""ACJPS,2025-12-08,ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025""",Sudan War Monitor;Darfur 24;AllAfrica;ACJPS,2025-11-04;2025-11-03;2025-11-13;2025-12-08,"Drone Attacks Hospital in Kornoi, Killing Seven;Bombing of a hospital in Karnoi, Darfur, leaves civilian casualties.;UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi;ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025",witnesses,2,Karnoi town,outskirts of the Kornoi town,North Darfur state,Kornoi district,15.085912,23.243353,POINT (23.243353 15.085912),151607,Sudan,625,Africa,1,1,2025-11-03,2025-11-03,0,0,0,7,7,7,7,625,
602121,SUD-2025-1-18621-336,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,8,"""Sudan War Monitor,2025-11-05,Rapid Support Forces drones commit massacre in Al-Luwayb village, North Kordofan state"";""Darfur 24,2025-11-03,Dead and wounded in a drone strike on an area in North Kordofan"";""BBC Monitoring News Alert,2025-11-04,Sudan's RSF drone strike 'kills 40 people' in North Kordofan
CR 	Source: Sudan Tribune website, Paris, in Arabic 3 Nov 25"";""AllAfrica,2025-11-05,Drone Strike Hits Funeral in Sudan, Killing Many Mourners"";""Amnesty International,2025-11-05,Sudan: Civilians must be protected amid escalating RSF attacks in Kordofan region"";""AllAfrica,2025-11-13,UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi"";""ACJPS,2025-12-08,ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025"";""OHCHR,2025-12-04,UN Human Rights Chief warns against atrocities in Sudan’s Kordofan region""",Sudan War Monitor;Darfur 24;BBC Monitoring News Alert;AllAfrica;Amnesty International;AllAfrica;ACJPS;OHCHR,2025-11-05;2025-11-03;2025-11-04;2025-11-05;2025-11-05;2025-11-13;2025-12-08;2025-12-04,"Rapid Support Forces drones commit massacre in Al-Luwayb village, North Kordofan state;Dead and wounded in a drone strike on an area in North Kordofan;Sudan's RSF drone strike 'kills 40 people' in North Kordofan
CR 	Source: Sudan Tribune website, Paris, in Arabic 3 Nov 25;Drone Strike Hits Funeral in Sudan, Killing Many Mourners;Sudan: Civilians must be protected amid escalating RSF attacks in Kordofan region;UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi;ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025;UN Human Rights Chief warns against atrocities in Sudan’s Kordofan region",The North Kordofan Resistance Committees; a Joint Consultative Committee,2,El Obeid town,"Al-Luwayb village, located 15 kilometers east of Al-Abyad",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,2025-11-03,2025-11-03,0,0,54,0,54,54,54,625,
605401,SUD-2025-1-18621-390.2,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""AllAfrica,2025-11-13,UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi""",AllAfrica,2025-11-13,"UN Calls for Immediate Action to Halt 'Horrific Atrocities' in Sudan

AU 	
Joshua Odeyemi",A Joint Consultative Committee,2,El Obeid town,"Station 13, south of Al-Obeid city",North Kordofan state,Shiekan district,13.18421,30.21669,POINT (30.21669 13.18421),148741,Sudan,625,Africa,1,1,2025-11-03,2025-11-03,0,0,3,0,3,3,3,625,
602681,SUD-2025-1-18621-339,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.""",Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.,Sudan War Monitor,1,El Fula town,city of Al-Fula,West Kordofan state,El Salam district,11.71754,28.340006,POINT (28.340006 11.71754),146577,Sudan,625,Africa,1,2,2025-11-03,2025-11-04,0,5,0,0,5,5,5,625,
602684,SUD-2025-1-18621-340,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.""",Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.,Sudan War Monitor,1,Abu Zabad town,city of Abu Zabad,West Kordofan state,El Nahud district,12.352158,29.231872,POINT (29.231872 12.352158),147299,Sudan,625,Africa,1,1,2025-11-03,2025-11-03,0,1,0,0,1,1,1,625,
602685,SUD-2025-1-18621-338,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.""",Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.,Military source,1,Babanusa town,"Babnusa, the headquarters of the 22nd Infantry Division",West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,2025-11-03,2025-11-03,1,0,0,0,1,1,1,625,
602647,SUD-2025-1-18621-341,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Darfur 24,2025-11-05,Dead and wounded in drone strikes on Abu Zabad and Al-Fula in West Kordofan""",Darfur 24,2025-11-05,Dead and wounded in drone strikes on Abu Zabad and Al-Fula in West Kordofan,eyewitnesses,1,Abu Zabad town,city of Abu Zabad,West Kordofan state,El Nahud district,12.352158,29.231872,POINT (29.231872 12.352158),147299,Sudan,625,Africa,1,1,2025-11-04,2025-11-04,0,0,0,41,41,41,41,625,
602648,SUD-2025-1-18621-342,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,2,"""Darfur 24,2025-11-05,Dead and wounded in drone strikes on Abu Zabad and Al-Fula in West Kordofan"";""Sudan War Monitor,2025-11-06,The army launches drone sorties in West Kordofan state.""",Darfur 24;Sudan War Monitor,2025-11-05;2025-11-06,Dead and wounded in drone strikes on Abu Zabad and Al-Fula in West Kordofan;The army launches drone sorties in West Kordofan state.,an eyewitness; Sources from the Sudan Civil War Observatory in the city,1,El Fula town,"Nile neighborhood, Al-Fula city",West Kordofan state,El Salam district,11.71754,28.340006,POINT (28.340006 11.71754),146577,Sudan,625,Africa,1,1,2025-11-04,2025-11-04,0,0,0,18,18,18,18,625,
602656,SUD-2025-1-18621-344,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,2,"""Darfur 24,2025-11-06,Dead and wounded in an airstrike on Zalingei in Central Darfur"";""Sudan War Monitor,2025-11-05,A founding alliance accuses a neighboring country of launching drone attacks in the Darfur region.""",Darfur 24;Sudan War Monitor,2025-11-06;2025-11-05,Dead and wounded in an airstrike on Zalingei in Central Darfur;A founding alliance accuses a neighboring country of launching drone attacks in the Darfur region.,A medical source at Zalingei Teaching Hospital and an eyewitness; SFA,1,Zalingei town,"local government headquarters in the city market, which is used by the commander of the Rapid Support Forces in Central Darfur, Abdul Rahman Jumaa Baraka Allah and other locations in the city of Zalingei",Central Darfur state,Zalingei district,12.883333,23.466667,POINT (23.466667 12.883333),148007,Sudan,625,Africa,1,1,2025-11-05,2025-11-05,0,13,0,0,13,13,13,625,
602653,SUD-2025-1-18621-345,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,4,"""Darfur 24,2025-11-06,Civilians killed and wounded in artillery shelling on Dilling"";""Sudan War Monitor,2025-11-05,Forces of the Founding Alliance bombard the city of Dilling in South Kordofan state."";""BBC Monitoring News Alert,2025-11-07,Sudan's RSF launches drone attacks on four army-held cities
CR 	Source: Sudan Tribune website, Paris, 7 Nov 25"";""ACJPS,2025-12-08,ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025""",Darfur 24;Sudan War Monitor;BBC Monitoring News Alert;ACJPS,2025-11-06;2025-11-05;2025-11-07;2025-12-08,"Civilians killed and wounded in artillery shelling on Dilling;Forces of the Founding Alliance bombard the city of Dilling in South Kordofan state.;Sudan's RSF launches drone attacks on four army-held cities
CR 	Source: Sudan Tribune website, Paris, 7 Nov 25;ACJPS NEWSLETTER: HUMAN RIGHTS VIOLATIONS IN SUDAN, OCTOBER TO NOVEMBER 2025",Sudanese Doctors Network,1,Dilling town,residential neighborhoods in the city of Dilling,South Kordofan state,Dilling district,12.05,29.65,POINT (29.65 12.05),147300,Sudan,625,Africa,1,1,2025-11-06,2025-11-06,0,0,6,0,6,6,6,625,
602679,SUD-2025-1-18621-346,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Sudan War Monitor,2025-11-07,The warring parties exchanged attacks using strategic drones in West Kordofan state.""",Sudan War Monitor,2025-11-07,The warring parties exchanged attacks using strategic drones in West Kordofan state.,a local,1,Abu Zabad town,city of Abu Zabad,West Kordofan state,El Nahud district,12.352158,29.231872,POINT (29.231872 12.352158),147299,Sudan,625,Africa,1,1,2025-11-06,2025-11-06,0,0,2,0,2,2,2,625,
602680,SUD-2025-1-18621-349,2025,true,Clear,1,309,309,Sudan: Government,18621,18621,Government of Sudan - SFA,112,112,Government of Sudan,9645,9645,SFA,1,"""Sudan War Monitor,2025-11-07,The warring parties exchanged attacks using strategic drones in West Kordofan state.""",Sudan War Monitor,2025-11-07,The warring parties exchanged attacks using strategic drones in West Kordofan state.,Sudan War Monitor,2,Babanusa town,the headquarters of the 22nd Infantry Division in Babnusa,West Kordofan state,Abyei - Muglad district,11.33333,27.8,POINT (27.8 11.33333),145856,Sudan,625,Africa,1,1,2025-11-07,2025-11-07,1,0,0,0,1,1,1,625,
